По дням,Количество заказ-нарядов,Работ,Запчастей,Всего по заказ-наряду
2020-02-08 00:00:00,4.0,27850.0,28698.43,56548.43
2020-02-10 00:00:00,6.0,37820.0,15388.0,53208.0
2020-02-11 00:00:00,4.0,32700.0,155690.83,188390.83
2020-02-12 00:00:00,3.0,17000.0,50638.28,67638.28
2020-02-13 00:00:00,5.0,28475.0,36145.53,64620.53
2020-02-14 00:00:00,4.0,66800.0,89615.48,156415.48
2020-02-15 00:00:00,10.0,153070.0,113824.8,266894.8
2020-02-16 00:00:00,4.0,26700.0,38559.0,65259.0
2020-02-17 00:00:00,7.0,34760.0,19409.54,54169.54
2020-02-18 00:00:00,5.0,27200.0,31910.43,59110.43
2020-02-19 00:00:00,4.0,10650.0,306811.1811548288,10650.0
2020-02-20 00:00:00,6.0,32500.0,415.0,32915.0
2020-02-21 00:00:00,1.0,11200.0,794.52,11994.52
2020-02-22 00:00:00,4.0,12200.0,59735.74,71935.74
2020-02-23 00:00:00,1.0,5800.0,306811.1811548288,5800.0
2020-02-24 00:00:00,5.0,118800.0,77666.56,196466.56
2020-02-25 00:00:00,5.0,29760.0,7145.56,36905.56
2020-02-26 00:00:00,2.0,18500.0,19.58,18519.58
2020-02-27 00:00:00,19.0,98320.0,481027.14,579347.14
2020-02-28 00:00:00,5.0,22300.0,59356.5,81656.5
2020-02-29 00:00:00,15.0,381760.0,338827.77,720587.77
2020-03-02 00:00:00,5.0,56500.0,96077.35,152577.35
2020-03-03 00:00:00,3.0,34430.0,14015.0,48445.0
2020-03-04 00:00:00,8.0,38850.0,74564.5,113414.5
2020-03-05 00:00:00,8.0,73750.0,26709.93,100459.93
2020-03-06 00:00:00,2.0,3300.0,24960.0,28260.0
2020-03-07 00:00:00,2.0,13040.0,1089.52,14129.52
2020-03-08 00:00:00,9.0,63050.0,3076.79,66126.79
2020-03-09 00:00:00,6.0,47890.0,2738.2,50628.2
2020-03-10 00:00:00,7.0,47360.0,78124.56,125484.56
2020-03-11 00:00:00,5.0,22440.0,2553.0,24993.0
2020-03-12 00:00:00,4.0,38120.0,41227.0,79347.0
2020-03-13 00:00:00,5.0,125300.0,32643.46,157943.46
2020-03-15 00:00:00,9.0,221550.0,1927.41,223477.41
2020-03-16 00:00:00,10.0,81430.0,15954.41,97384.41
2020-03-17 00:00:00,8.0,88582.0,119870.26,208452.26
2020-03-18 00:00:00,4.0,174920.0,50699.64,225619.64
2020-03-19 00:00:00,4.0,66915.0,10401.72,77316.72
2020-03-20 00:00:00,5.0,37625.0,195.77,37820.77
2020-03-21 00:00:00,2.0,4980.0,1600.0,6580.0
2020-03-22 00:00:00,4.0,15360.0,35762.0,51122.0
2020-03-23 00:00:00,4.0,26850.0,29942.79,56792.79
2020-03-24 00:00:00,6.0,64970.0,59235.71,124205.71
2020-03-25 00:00:00,13.0,208880.0,85198.39,294078.39
2020-03-26 00:00:00,2.0,32400.0,58140.03,90540.03
2020-03-27 00:00:00,2.0,9480.0,306811.1811548288,9480.0
2020-03-28 00:00:00,2.0,41700.0,27791.9,69491.9
2020-03-29 00:00:00,1.0,4900.0,318.53,5218.53
2020-03-30 00:00:00,5.0,95960.0,83377.0,179337.0
2020-03-31 00:00:00,20.0,289445.0,85363.62,374808.62
2020-04-02 00:00:00,4.0,50227.0,54689.73,104916.73
2020-04-03 00:00:00,2.0,800.0,306811.1811548288,800.0
2020-04-05 00:00:00,2.0,5890.0,24824.47,30714.47
2020-04-06 00:00:00,3.0,2600.0,32970.08,35570.08
2020-04-07 00:00:00,4.0,27350.0,9603.7,36953.7
2020-04-08 00:00:00,9.0,138510.0,29182.92,167692.92
2020-04-09 00:00:00,1.0,4500.0,306811.1811548288,4500.0
2020-04-10 00:00:00,6.0,38920.0,83461.46,122381.46
2020-04-11 00:00:00,2.0,11300.0,26027.29,37327.29
2020-04-12 00:00:00,1.0,5900.0,306811.1811548288,5900.0
2020-04-13 00:00:00,8.0,62990.0,161456.74,224446.74
2020-04-14 00:00:00,9.0,137510.0,197476.72,334986.72
2020-04-15 00:00:00,11.0,45020.0,131613.96,176633.96
2020-04-16 00:00:00,4.0,11700.0,4781.0,16481.0
2020-04-17 00:00:00,3.0,17100.0,8671.25,25771.25
2020-04-19 00:00:00,1.0,3000.0,306811.1811548288,3000.0
2020-04-20 00:00:00,2.0,9500.0,20298.46,29798.46
2020-04-21 00:00:00,6.0,50250.0,38309.61,88559.61
2020-04-22 00:00:00,16.0,98270.0,3379.01,101649.01
2020-04-23 00:00:00,12.0,60600.0,366808.03,427408.03
2020-04-24 00:00:00,3.0,35750.0,1173.13,36923.13
2020-04-25 00:00:00,1.0,6700.0,318.0,7018.0
2020-04-27 00:00:00,4.0,5640.0,6065.42,11705.42
2020-04-28 00:00:00,3.0,14600.0,1080.0,15680.0
2020-04-29 00:00:00,3.0,11700.0,306811.1811548288,11700.0
2020-04-30 00:00:00,15.0,409390.0,189019.1,598409.1
2020-05-03 00:00:00,2.0,9150.0,306811.1811548288,9150.0
2020-05-05 00:00:00,9.0,77500.0,166840.38,244340.38
2020-05-06 00:00:00,4.0,12650.0,318.0,12968.0
2020-05-07 00:00:00,2.0,24400.0,306811.1811548288,24400.0
2020-05-08 00:00:00,6.0,43820.0,25492.22,69312.22
2020-05-09 00:00:00,4.0,20990.0,86006.25,106996.25
2020-05-10 00:00:00,3.0,14140.0,456.0,14596.0
2020-05-11 00:00:00,2.0,11300.0,31304.94,42604.94
2020-05-12 00:00:00,9.0,46750.0,306811.1811548288,46750.0
2020-05-13 00:00:00,2.0,17000.0,144361.09,161361.09
2020-05-14 00:00:00,7.0,107440.0,207081.09,314521.09
2020-05-15 00:00:00,8.0,35500.0,69090.86,104590.86
2020-05-16 00:00:00,4.0,55580.0,33075.8,88655.8
2020-05-17 00:00:00,1.0,300.0,306811.1811548288,300.0
2020-05-18 00:00:00,6.0,103650.0,30071.44,133721.44
2020-05-19 00:00:00,8.0,19100.0,34484.84,53584.84
2020-05-21 00:00:00,4.0,5500.0,654.9,6154.9
2020-05-22 00:00:00,4.0,42300.0,6044.2,48344.2
2020-05-23 00:00:00,2.0,3000.0,306811.1811548288,3000.0
2020-05-24 00:00:00,1.0,13300.0,74025.52,87325.52
2020-05-25 00:00:00,7.0,24870.0,10690.07,35560.07
2020-05-26 00:00:00,10.0,60920.0,66086.42,127006.42
2020-05-27 00:00:00,6.0,71000.0,111228.5,182228.5
2020-05-28 00:00:00,19.0,190690.0,623522.61,814212.61
2020-05-29 00:00:00,10.0,53040.0,48384.4,101424.4
2020-05-30 00:00:00,1.0,5800.0,306811.1811548288,5800.0
2020-05-31 00:00:00,1.0,150.0,306811.1811548288,150.0
2020-06-01 00:00:00,5.0,32410.0,40972.52,73382.52
2020-06-02 00:00:00,7.0,21990.0,33252.45,55242.45
2020-06-03 00:00:00,5.0,32860.0,613324.52,646184.52
2020-06-04 00:00:00,9.0,32600.0,2035.81,34635.81
2020-06-05 00:00:00,4.0,22130.0,306811.1811548288,22130.0
2020-06-06 00:00:00,1.0,13050.0,122.76,13172.76
2020-06-08 00:00:00,7.0,35500.0,107474.43,142974.43
2020-06-09 00:00:00,5.0,33750.0,24529.27,58279.27
2020-06-10 00:00:00,7.0,50650.0,2049.28,52699.28
2020-06-11 00:00:00,7.0,44380.0,39067.97,83447.97
2020-06-13 00:00:00,2.0,16060.0,306811.1811548288,16060.0
2020-06-14 00:00:00,1.0,10300.0,27874.35,38174.35
2020-06-15 00:00:00,9.0,405340.0,464037.52,869377.52
2020-06-16 00:00:00,14.0,253520.0,1020248.2,1273768.2
2020-06-17 00:00:00,6.0,48010.0,7456.95,55466.95
2020-06-18 00:00:00,6.0,60800.0,47424.39,108224.39
2020-06-19 00:00:00,5.0,24830.0,306811.1811548288,24830.0
2020-06-20 00:00:00,2.0,13490.0,306811.1811548288,13490.0
2020-06-21 00:00:00,3.0,13980.0,1063.56,15043.56
2020-06-22 00:00:00,4.0,21600.0,21002.0,42602.0
2020-06-23 00:00:00,6.0,28580.0,39817.12,68397.12
2020-06-24 00:00:00,9.0,63350.0,89594.31,152944.31
2020-06-25 00:00:00,8.0,54150.0,190770.95,244920.95
2020-06-26 00:00:00,8.0,139820.0,111326.48,251146.48
2020-06-27 00:00:00,4.0,29320.0,37262.2,66582.2
2020-06-28 00:00:00,14.0,305850.0,143611.5,449461.5
2020-06-29 00:00:00,5.0,11850.0,306811.1811548288,11850.0
2020-06-30 00:00:00,14.0,84100.0,45255.21,129355.21
2020-07-01 00:00:00,2.0,33000.0,813.97,33813.97
2020-07-02 00:00:00,3.0,7280.0,10294.75,17574.75
2020-07-03 00:00:00,11.0,86720.0,39160.75,125880.75
2020-07-04 00:00:00,5.0,24450.0,18928.71,43378.71
2020-07-05 00:00:00,1.0,6800.0,306811.1811548288,6800.0
2020-07-06 00:00:00,4.0,13420.0,44789.0,58209.0
2020-07-07 00:00:00,4.0,13900.0,5019.52,18919.52
2020-07-08 00:00:00,7.0,30100.0,13546.62,43646.62
2020-07-09 00:00:00,8.0,18270.0,4370.6,22640.6
2020-07-10 00:00:00,10.0,136400.0,88765.73,225165.73
2020-07-11 00:00:00,1.0,1350.0,306811.1811548288,1350.0
2020-07-12 00:00:00,3.0,40620.0,48412.0,89032.0
2020-07-13 00:00:00,4.0,15550.0,306811.1811548288,15550.0
2020-07-14 00:00:00,2.0,5670.0,306811.1811548288,5670.0
2020-07-15 00:00:00,4.0,76160.0,70886.27,147046.27
2020-07-16 00:00:00,5.0,51050.0,55537.92,106587.92
2020-07-17 00:00:00,13.0,30890.0,545556.35,576446.35
2020-07-18 00:00:00,5.0,18600.0,101389.7,119989.7
2020-07-19 00:00:00,3.0,38160.0,36127.85,74287.85
2020-07-20 00:00:00,5.0,22412.0,49310.14,71722.14
2020-07-21 00:00:00,18.0,265280.0,275256.76,540536.76
2020-07-22 00:00:00,3.0,7900.0,306811.1811548288,7900.0
2020-07-23 00:00:00,5.0,28840.0,81635.52,110475.52
2020-07-24 00:00:00,2.0,4500.0,306811.1811548288,4500.0
2020-07-25 00:00:00,2.0,2650.0,5515.57,8165.57
2020-07-26 00:00:00,9.0,120960.0,169321.33,290281.33
2020-07-27 00:00:00,6.0,79250.0,30686.74,109936.74
2020-07-28 00:00:00,4.0,9790.0,22038.96,31828.96
2020-07-29 00:00:00,7.0,27700.0,68009.0,95709.0
2020-07-30 00:00:00,22.0,310808.0,524393.23,835201.23
2020-07-31 00:00:00,23.0,420140.0,644480.8,1064620.8
2020-08-01 00:00:00,1.0,18800.0,306811.1811548288,18800.0
2020-08-02 00:00:00,4.0,19080.0,77318.07,96398.07
2020-08-03 00:00:00,9.0,52100.0,38415.83,90515.83
2020-08-04 00:00:00,2.0,9900.0,40804.42,50704.42
2020-08-05 00:00:00,3.0,10850.0,306811.1811548288,10850.0
2020-08-06 00:00:00,4.0,14800.0,286034.05,300834.05
2020-08-07 00:00:00,3.0,22160.0,397.0,22557.0
2020-08-08 00:00:00,4.0,14410.0,53550.58,67960.58
2020-08-09 00:00:00,1.0,8400.0,42697.0,51097.0
2020-08-10 00:00:00,7.0,10700.0,77506.77,88206.77
2020-08-11 00:00:00,2.0,17950.0,22164.48,40114.48
2020-08-12 00:00:00,12.0,56350.0,15080.37,71430.37
2020-08-13 00:00:00,5.0,12180.0,333.2,12513.2
2020-08-14 00:00:00,10.0,61145.0,139631.75,200776.75
2020-08-15 00:00:00,3.0,15550.0,26876.79,42426.79
2020-08-16 00:00:00,3.0,7200.0,23720.4,30920.4
2020-08-17 00:00:00,25.0,395560.0,661713.49,1057273.49
2020-08-18 00:00:00,12.0,86450.0,153947.17,240397.17
2020-08-19 00:00:00,3.0,36240.0,11182.0,47422.0
2020-08-20 00:00:00,2.0,3050.0,3350.0,6400.0
2020-08-21 00:00:00,7.0,23500.0,26953.0,50453.0
2020-08-22 00:00:00,1.0,2000.0,306811.1811548288,2000.0
2020-08-24 00:00:00,3.0,29750.0,11840.45,41590.45
2020-08-25 00:00:00,7.0,49650.0,39684.39,89334.39
2020-08-26 00:00:00,2.0,3300.0,306811.1811548288,3300.0
2020-08-27 00:00:00,8.0,42700.0,95799.55,138499.55
2020-08-28 00:00:00,25.0,270324.0,292801.28,563125.28
2020-08-29 00:00:00,1.0,500.0,306811.1811548288,500.0
2020-08-30 00:00:00,2.0,9040.0,18437.92,27477.92
2020-08-31 00:00:00,17.0,256010.0,130430.26,386440.26
2020-09-01 00:00:00,4.0,22685.0,306811.1811548288,22685.0
2020-09-02 00:00:00,6.0,38420.0,68775.24,107195.24
2020-09-03 00:00:00,8.0,151250.0,111971.66,263221.66
2020-09-04 00:00:00,7.0,57324.0,80331.0,137655.0
2020-09-05 00:00:00,1.0,11250.0,149.2,11399.2
2020-09-07 00:00:00,11.0,47465.0,1833.48,49298.48
2020-09-08 00:00:00,4.0,31350.0,2733.6,34083.6
2020-09-09 00:00:00,3.0,15800.0,3727.2,19527.2
2020-09-10 00:00:00,4.0,22150.0,12400.55,34550.55
2020-09-11 00:00:00,6.0,111772.0,139042.84,250814.84
2020-09-12 00:00:00,3.0,164715.0,306811.1811548288,164715.0
2020-09-13 00:00:00,3.0,20850.0,43300.0,64150.0
2020-09-14 00:00:00,13.0,57370.0,174886.89,232256.89
2020-09-15 00:00:00,6.0,81550.0,76340.19,157890.19
2020-09-16 00:00:00,7.0,30350.0,35951.33,66301.33
2020-09-17 00:00:00,5.0,12700.0,306811.1811548288,12700.0
2020-09-18 00:00:00,9.0,72040.0,118333.65,190373.65
2020-09-19 00:00:00,2.0,19350.0,306811.1811548288,19350.0
2020-09-20 00:00:00,4.0,16100.0,306811.1811548288,16100.0
2020-09-21 00:00:00,3.0,12350.0,14969.0,27319.0
2020-09-22 00:00:00,18.0,141950.0,479037.6,620987.6
2020-09-23 00:00:00,6.0,61100.0,102384.63,163484.63
2020-09-24 00:00:00,9.0,70390.0,83535.5,153925.5
2020-09-25 00:00:00,4.0,13830.0,27634.38,41464.38
2020-09-26 00:00:00,9.0,163350.0,388233.42,551583.42
2020-09-27 00:00:00,1.0,2020.0,10404.01,12424.01
2020-09-28 00:00:00,1.0,10840.0,306811.1811548288,10840.0
2020-09-29 00:00:00,10.0,38700.0,58573.05,97273.05
2020-09-30 00:00:00,19.0,203330.0,505649.94,708979.94
2020-10-01 00:00:00,3.0,14000.0,53564.48,67564.48
2020-10-02 00:00:00,9.0,84100.0,9627.31,93727.31
2020-10-03 00:00:00,3.0,11100.0,24144.4,35244.4
2020-10-05 00:00:00,8.0,79210.0,244204.8,323414.8
2020-10-06 00:00:00,8.0,41000.0,69818.46,110818.46
2020-10-07 00:00:00,7.0,71040.0,163263.05,234303.05
2020-10-08 00:00:00,12.0,67360.0,115869.59,183229.59
2020-10-09 00:00:00,8.0,137805.0,76200.47,214005.47
2020-10-10 00:00:00,3.0,34250.0,29700.74,63950.74
2020-10-11 00:00:00,1.0,35400.0,17557.26,52957.26
2020-10-12 00:00:00,10.0,66508.0,34903.61,101411.61
2020-10-13 00:00:00,9.0,42000.0,10955.86,52955.86
2020-10-15 00:00:00,3.0,18300.0,28899.87,47199.87
2020-10-16 00:00:00,16.0,177932.0,350296.36,528228.36
2020-10-17 00:00:00,3.0,21630.0,1455.62,23085.62
2020-10-18 00:00:00,6.0,88450.0,105298.0,193748.0
2020-10-19 00:00:00,8.0,105400.0,252832.34,358232.34
2020-10-20 00:00:00,5.0,15700.0,444.65,16144.65
2020-10-21 00:00:00,7.0,15700.0,7691.0,23391.0
2020-10-22 00:00:00,6.0,59800.0,27787.54,87587.54
2020-10-23 00:00:00,4.0,60630.0,65096.14,125726.14
2020-10-24 00:00:00,5.0,20850.0,26524.65,47374.65
2020-10-25 00:00:00,1.0,10050.0,306811.1811548288,10050.0
2020-10-26 00:00:00,7.0,72880.0,41830.17,114710.17
2020-10-27 00:00:00,6.0,50000.0,65300.71,115300.71
2020-10-28 00:00:00,2.0,24050.0,306811.1811548288,24050.0
2020-10-29 00:00:00,11.0,105980.0,111002.35,216982.35
2020-10-30 00:00:00,7.0,44860.0,86440.18,131300.18
2020-10-31 00:00:00,7.0,23300.0,14723.97,38023.97
2020-11-01 00:00:00,4.0,42280.0,22467.52,64747.52
2020-11-02 00:00:00,8.0,35798.0,43601.62,79399.62
2020-11-03 00:00:00,4.0,47700.0,7376.2,55076.2
2020-11-04 00:00:00,5.0,71502.2,59958.07,131460.27
2020-11-05 00:00:00,4.0,26850.0,8214.0,35064.0
2020-11-06 00:00:00,8.0,71030.0,72566.26,143596.26
2020-11-07 00:00:00,2.0,29000.0,3788.84,32788.84
2020-11-08 00:00:00,3.0,42390.0,1627.42,44017.42
2020-11-09 00:00:00,6.0,33696.0,72123.72,105819.72
2020-11-10 00:00:00,8.0,77090.0,38286.68,115376.68
2020-11-11 00:00:00,5.0,14900.0,25062.7,39962.7
2020-11-12 00:00:00,7.0,39000.0,73347.45,112347.45
2020-11-13 00:00:00,14.0,82224.0,195946.37,278170.37
2020-11-14 00:00:00,2.0,10300.0,306811.1811548288,10300.0
2020-11-15 00:00:00,2.0,41425.0,306811.1811548288,41425.0
2020-11-16 00:00:00,14.0,106780.0,243657.46,350437.46
2020-11-17 00:00:00,3.0,15845.0,24.0,15869.0
2020-11-18 00:00:00,11.0,94659.0,187313.03,281972.03
2020-11-19 00:00:00,11.0,43855.0,306811.1811548288,43855.0
2020-11-20 00:00:00,8.0,49315.0,63241.32,112556.32
2020-11-21 00:00:00,5.0,21650.0,187.01,21837.01
2020-11-23 00:00:00,5.0,27605.0,38277.34,65882.34
2020-11-24 00:00:00,7.0,126980.0,155978.22,282958.22
2020-11-25 00:00:00,5.0,24610.0,25943.55,50553.55
2020-11-26 00:00:00,13.0,106284.0,185607.82,291891.82
2020-11-27 00:00:00,9.0,65184.0,190105.81,255289.81
2020-11-28 00:00:00,9.0,47600.0,61551.46,109151.46
2020-11-29 00:00:00,2.0,19800.0,150.0,19950.0
2020-11-30 00:00:00,5.0,71680.0,29182.2,100862.2
2020-12-01 00:00:00,2.0,1500.0,306811.1811548288,1500.0
2020-12-02 00:00:00,10.0,95600.0,105470.33,201070.33
2020-12-03 00:00:00,7.0,20449.97,21448.78,41898.75
2020-12-04 00:00:00,4.0,15695.0,69766.32,85461.32
2020-12-05 00:00:00,7.0,21500.0,64331.68,85831.68
2020-12-06 00:00:00,4.0,16480.0,235.0,16715.0
2020-12-07 00:00:00,3.0,22395.0,34658.14,57053.14
2020-12-08 00:00:00,9.0,91500.0,126036.76,217536.76
2020-12-09 00:00:00,8.0,106070.0,114669.15,220739.15
2020-12-10 00:00:00,5.0,53600.0,56640.74,110240.74
2020-12-11 00:00:00,11.0,179610.0,461296.72,640906.72
2020-12-12 00:00:00,3.0,48580.0,41036.72,89616.72
2020-12-13 00:00:00,2.0,7600.0,6670.16,14270.16
2020-12-14 00:00:00,11.0,103753.8,262326.99,366080.79
2020-12-15 00:00:00,7.0,29700.0,22901.32,52601.32
2020-12-16 00:00:00,5.0,17920.0,4303.91,22223.91
2020-12-17 00:00:00,2.0,5200.0,9886.87,15086.87
2020-12-18 00:00:00,12.0,102399.0,343769.95,446168.95
2020-12-19 00:00:00,3.0,113700.0,58081.71,171781.71
2020-12-20 00:00:00,3.0,40964.0,39204.47,80168.47
2020-12-21 00:00:00,5.0,3900.0,306811.1811548288,3900.0
2020-12-22 00:00:00,6.0,17780.0,1147.98,18927.98
2020-12-23 00:00:00,2.0,5900.0,28360.05,34260.05
2020-12-24 00:00:00,6.0,90300.0,85484.9,175784.9
2020-12-25 00:00:00,2.0,2900.0,306811.1811548288,2900.0
2020-12-26 00:00:00,2.0,18500.0,38536.5,57036.5
2020-12-27 00:00:00,4.0,18850.0,4386.0,23236.0
2020-12-28 00:00:00,5.0,16800.0,15640.0,32440.0
2020-12-29 00:00:00,7.0,14800.0,9651.67,24451.67
2020-12-30 00:00:00,5.0,34100.0,134888.05,168988.05
2020-12-31 00:00:00,4.0,127000.0,90720.96,217720.96
2021-01-04 00:00:00,7.0,18100.0,33659.54,51759.54
2021-01-05 00:00:00,5.0,7700.0,4292.6,11992.6
2021-01-06 00:00:00,8.0,36040.0,56580.06,92620.06
2021-01-08 00:00:00,3.0,13540.0,1426.28,14966.28
2021-01-10 00:00:00,4.0,53650.0,179759.83,233409.83
2021-01-11 00:00:00,11.0,161560.0,83961.01,245521.01
2021-01-12 00:00:00,7.0,109930.0,221537.98,331467.98
2021-01-13 00:00:00,5.0,21520.0,91886.72,113406.72
2021-01-14 00:00:00,16.0,148961.01,467422.24,616383.25
2021-01-15 00:00:00,12.0,63054.0,64942.1,127996.1
2021-01-16 00:00:00,5.0,17502.0,30521.87,48023.87
2021-01-17 00:00:00,1.0,2800.0,734.79,3534.79
2021-01-18 00:00:00,6.0,22950.0,36996.22,59946.22
2021-01-19 00:00:00,4.0,24015.0,6504.56,30519.56
2021-01-20 00:00:00,3.0,6500.0,12296.0,18796.0
2021-01-21 00:00:00,7.0,99585.0,63790.49,163375.49
2021-01-22 00:00:00,11.0,214356.0,263995.74,478351.74
2021-01-23 00:00:00,2.0,22800.0,30210.09,53010.09
2021-01-24 00:00:00,3.0,25056.0,14996.65,40052.65
2021-01-25 00:00:00,3.0,11600.0,45223.26,56823.26
2021-01-26 00:00:00,5.0,20001.0,9425.71,29426.71
2021-01-27 00:00:00,13.0,110716.0,78661.54,189377.54
2021-01-28 00:00:00,17.0,122574.8,587961.89,710536.69
2021-01-29 00:00:00,22.0,214565.0,677337.37,891902.37
2021-01-30 00:00:00,4.0,176701.0,399435.09,576136.09
2021-01-31 00:00:00,8.0,109902.01,118121.32,228023.33
2021-02-01 00:00:00,6.0,16000.0,30607.72,46607.72
2021-02-02 00:00:00,11.0,45354.0,69277.29,114631.29
2021-02-03 00:00:00,4.0,20101.0,10949.11,31050.11
2021-02-04 00:00:00,8.0,87030.0,611808.52,698838.52
2021-02-05 00:00:00,5.0,21862.0,58874.81,80736.81
2021-02-06 00:00:00,3.0,14800.0,306811.1811548288,14800.0
2021-02-07 00:00:00,6.0,47050.0,67552.85,114602.85
2021-02-08 00:00:00,6.0,89205.0,33163.54,122368.54
2021-02-09 00:00:00,9.0,105975.0,158194.61,264169.61
2021-02-10 00:00:00,6.0,13853.6,3121.28,16974.88
2021-02-11 00:00:00,22.0,204834.8,968557.63,1173392.43
2021-02-12 00:00:00,20.0,220556.0,447707.0,668263.0
2021-02-13 00:00:00,4.0,39681.0,246438.18,286119.18
2021-02-14 00:00:00,5.0,22791.0,25.94,22816.94
2021-02-15 00:00:00,7.0,51200.0,223801.32,275001.32
2021-02-16 00:00:00,10.0,70750.0,112956.54,183706.54
2021-02-17 00:00:00,5.0,74331.0,114939.4,189270.4
2021-02-18 00:00:00,6.0,19800.0,54444.32,74244.32
2021-02-19 00:00:00,4.0,23101.0,25561.08,48662.08
2021-02-20 00:00:00,4.0,84030.0,1255507.41,1339537.41
2021-02-21 00:00:00,3.0,21600.0,97427.6,119027.6
2021-02-22 00:00:00,6.0,128533.0,75555.41,204088.41
2021-02-23 00:00:00,8.0,38350.0,140377.91,178727.91
2021-02-24 00:00:00,13.0,244255.0,579533.04,823788.04
2021-02-25 00:00:00,4.0,17765.0,32586.88,50351.88
2021-02-26 00:00:00,20.0,97340.0,901084.29,998424.29
2021-02-27 00:00:00,9.0,96011.0,142376.83,238387.83
2021-02-28 00:00:00,11.0,203680.0,279128.94,482808.94
2021-03-01 00:00:00,6.0,7200.0,1511.44,8711.44
2021-03-02 00:00:00,9.0,64453.5,297717.15,362170.65
2021-03-03 00:00:00,5.0,26327.0,14355.49,40682.49
2021-03-04 00:00:00,6.0,7000.0,3051.6,10051.6
2021-03-05 00:00:00,3.0,21809.0,2435.02,24244.02
2021-03-06 00:00:00,4.0,38521.0,70671.09,109192.09
2021-03-07 00:00:00,5.0,41272.0,19817.78,61089.78
2021-03-08 00:00:00,2.0,37201.0,3688.7,40889.7
2021-03-09 00:00:00,4.0,31151.0,64240.12,95391.12
2021-03-10 00:00:00,11.0,84784.0,96053.09,180837.09
2021-03-11 00:00:00,7.0,41720.0,306811.1811548288,41720.0
2021-03-12 00:00:00,20.0,263119.0,1219902.52,1483021.52
2021-03-13 00:00:00,5.0,166402.0,272083.4,438485.4
2021-03-14 00:00:00,1.0,2900.0,29221.37,32121.37
2021-03-15 00:00:00,20.0,194704.0,513541.33,708245.33
2021-03-16 00:00:00,3.0,18162.0,3635.82,21797.82
2021-03-17 00:00:00,11.0,99515.0,202116.66,301631.66
2021-03-18 00:00:00,4.0,67161.0,53931.16,121092.16
2021-03-19 00:00:00,14.0,43780.0,92600.82,136380.82
2021-03-20 00:00:00,2.0,13901.0,252.0,14153.0
2021-03-21 00:00:00,6.0,32951.0,57787.05,90738.05
2021-03-22 00:00:00,4.0,16400.0,953.55,17353.55
2021-03-23 00:00:00,7.0,82456.8,166532.47,248989.27
2021-03-24 00:00:00,7.0,64511.0,102509.23,167020.23
2021-03-25 00:00:00,19.0,73845.0,723144.41,796989.41
2021-03-26 00:00:00,10.0,270004.0,126817.92,396821.92
2021-03-27 00:00:00,4.0,22901.0,25162.72,48063.72
2021-03-28 00:00:00,8.0,66413.0,17430.97,83843.97
2021-03-29 00:00:00,12.0,65518.0,279705.41,345223.41
2021-03-30 00:00:00,13.0,332280.0,207352.41,539632.41
2021-03-31 00:00:00,15.0,418136.0,841121.13,1259257.13
2021-04-01 00:00:00,3.0,48951.0,74861.86,123812.86
2021-04-02 00:00:00,5.0,5820.0,14898.36,20718.36
2021-04-03 00:00:00,3.0,14501.0,13372.0,27873.0
2021-04-04 00:00:00,4.0,33481.0,18815.48,52296.48
2021-04-05 00:00:00,8.0,79561.0,176337.9,255898.9
2021-04-06 00:00:00,6.0,9400.0,5192.81,14592.81
